1,0,0,0,3023.406779661017
1,0,1,0,1245.9661016949153
1,0,2,0,440.1525423728813
1,0,4,0,224.15254237288136
1,1,0,0,1301.457627118644
1,1,1,0,549.5932203389831
1,1,2,0,334.59322033898303
1,1,4,0,189.61016949152543
1,2,0,0,764.6101694915254
1,2,1,0,410.0508474576271
1,2,2,0,272.0
1,2,4,0,168.72881355932202
2,0,0,0,21896.542372881355
2,0,1,0,2642.406779661017
2,0,2,0,890.5932203389831
2,0,4,0,451.8305084745763
2,1,0,0,1487.4745762711864
2,1,1,0,925.5084745762712
2,1,2,0,641.6610169491526
2,1,4,0,401.77966101694915
2,2,0,0,671.4406779661017
2,2,1,0,682.8644067796611
2,2,2,0,549.1355932203389
2,2,4,0,354.6271186440678
3,0,0,0,13758.28813559322
3,0,1,0,13625.35593220339
3,0,2,0,1177.6271186440679
3,0,4,0,682.0169491525423
3,1,0,0,1793.1694915254238
3,1,1,0,1164.864406779661
3,1,2,0,845.8305084745763
3,1,4,0,548.5084745762712
3,2,0,0,628.3220338983051
3,2,1,0,844.271186440678
3,2,2,0,656.1186440677966
3,2,4,0,486.6779661016949
4,0,0,0,15841.593220338984
4,0,1,0,9038.084745762711
4,0,2,0,390.40677966101697
4,0,4,0,910.3389830508474
4,1,0,0,2142.7457627118642
4,1,1,0,1553.0169491525423
4,1,2,0,1025.084745762712
4,1,4,0,699.7118644067797
4,2,0,0,1323.1864406779662
4,2,1,0,1003.0847457627119
4,2,2,0,748.0847457627119
4,2,4,0,570.1016949152543
5,0,0,0,16774.4406779661
5,0,1,0,9152.118644067798
5,0,2,0,1139.6101694915253
5,0,4,0,1143.1864406779662
5,1,0,0,2169.4745762711864
5,1,1,0,1560.949152542373
5,1,2,0,1280.8135593220338
5,1,4,0,879.4406779661017
5,2,0,0,1544.8135593220338
5,2,1,0,1396.2542372881355
5,2,2,0,915.1525423728814
5,2,4,0,731.5762711864406
1,0,0,1,12086.406779661016
1,0,1,1,6291.1016949152545
1,0,2,1,43.813559322033896
1,0,4,1,197.32203389830508
1,1,0,1,1484.1864406779662
1,1,1,1,468.6101694915254
1,1,2,1,343.9491525423729
1,1,4,1,205.0
1,2,0,1,706.2203389830509
1,2,1,1,405.79661016949154
1,2,2,1,283.66101694915255
1,2,4,1,173.52542372881356
2,0,0,1,19210.406779661018
2,0,1,1,3279.4745762711864
2,0,2,1,893.457627118644
2,0,4,1,452.0
2,1,0,1,1986.7288135593221
2,1,1,1,1016.6440677966102
2,1,2,1,663.457627118644
2,1,4,1,388.22033898305085
2,2,0,1,2610.8813559322034
2,2,1,1,717.542372881356
2,2,2,1,473.50847457627117
2,2,4,1,331.4237288135593
3,0,0,1,18643.033898305086
3,0,1,1,16729.93220338983
3,0,2,1,690.3559322033898
3,0,4,1,679.3559322033898
3,1,0,1,2062.898305084746
3,1,1,1,1202.6101694915253
3,1,2,1,772.0677966101695
3,1,4,1,524.6440677966102
3,2,0,1,1140.1525423728813
3,2,1,1,726.1864406779661
3,2,2,1,635.457627118644
3,2,4,1,420.728813559322
4,0,0,1,14203.169491525423
4,0,1,1,8597.118644067798
4,0,2,1,1044.1016949152543
4,0,4,1,911.9491525423729
4,1,0,1,2678.9491525423728
4,1,1,1,1257.3389830508474
4,1,2,1,923.0847457627119
4,1,4,1,638.0169491525423
4,2,0,1,1245.4237288135594
4,2,1,1,829.4237288135594
4,2,2,1,475.1186440677966
4,2,4,1,579.9491525423729
5,0,0,1,15762.57627118644
5,0,1,1,9663.813559322034
5,0,2,1,427.8813559322034
5,0,4,1,1138.8813559322034
5,1,0,1,2176.677966101695
5,1,1,1,1380.2203389830509
5,1,2,1,1046.2711864406779
5,1,4,1,718.0847457627119
5,2,0,1,1449.9661016949153
5,2,1,1,1150.2372881355932
5,2,2,1,872.7457627118644
5,2,4,1,590.8135593220339
1,0,0,2,16307.338983050848
1,0,1,2,2698.0677966101694
1,0,2,2,436.8813559322034
1,0,4,2,226.98305084745763
1,1,0,2,1385.4745762711864
1,1,1,2,524.0169491525423
1,1,2,2,346.20338983050846
1,1,4,2,202.4915254237288
1,2,0,2,150.57627118644066
1,2,1,2,17.559322033898304
1,2,2,2,288.3898305084746
1,2,4,2,185.6949152542373
2,0,0,2,24346.71186440678
2,0,1,2,3594.169491525424
2,0,2,2,890.8474576271186
2,0,4,2,451.3728813559322
2,1,0,2,1880.593220338983
2,1,1,2,872.6440677966102
2,1,2,2,600.1016949152543
2,1,4,2,205.08474576271186
2,2,0,2,1597.6949152542372
2,2,1,2,165.22033898305085
2,2,2,2,140.67796610169492
2,2,4,2,285.5762711864407
